tt0371746	Iron Man	7.9	1098371
tt0848228	The Avengers	8.0	1433577
tt0478970	Ant-Man	7.3	704160
tt1825683	Black Panther	7.3	815609
tt1843866	Captain America: The Winter Soldier	7.8	879734
tt2015381	Guardians of the Galaxy	8.0	1244394
tt3501632	Thor: Ragnarok	7.9	792530
tt4154756	Avengers: Infinity War	8.4	1156287
