   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 963,          1414,             453,              0,      4917,           0,          0
 964,          1415,             453,              0,      4918,           0,          0
 965,          1416,             453,           8617,      4918,           0,          0
 966,          1417,             453,              0,      4927,           0,      11217
 967,          1418,             453,           5372,      4937,           0,        998
 968,          1420,             454,              0,      4940,           0,       6658
 969,          1422,             455,              0,      4945,           0,          0
 970,          1424,             456,           8191,      4942,           0,          0
 971,          1425,             456,           7650,      4958,           0,        849
 972,          1426,             456,              0,      4962,           0,      10246
 973,          1428,             457,              0,      4968,           0,       7882
 974,          1429,             457,              0,      4969,           0,       8188
 975,          1431,             458,           7064,      4993,           0,      16573
 976,          1432,             458,              0,      4969,           0,          0
 977,          1433,             458,              0,      4972,           0,          0
 978,          1434,             458,            998,      4986,           0,          0
 979,          1436,             459,              0,      4990,           0,          0
 980,          1437,             459,              0,      5023,           0,       8995
 981,          1441,             462,              0,      5023,           0,       8527
 982,          1442,             462,              0,      5035,           0,      15704
 983,          1443,             462,            893,      5048,           0,          0
 984,          1444,             462,              0,      5041,           0,          0
 985,          1446,             463,           7561,      5045,           0,          0
 986,          1447,             463,              0,      5058,           0,       8176
 987,          1448,             463,              0,      5058,           0,      16600
 988,          1449,             463,              0,      5072,           0,       8710
 989,          1450,             463,              0,      5076,           0,       8004
 990,          1451,             463,              0,      5084,           0,      16656
 991,          1452,             463,              0,      5078,           0,       7662
 992,          1453,             463,            823,      5102,           0,          0
 993,          1455,             464,           8152,      5103,           0,          0
 994,          1456,             464,           7505,      5116,           0,       8154
 995,          1457,             464,              0,      5123,           0,       8534
 996,          1458,             464,              0,      5131,           0,       8154
 997,          1459,             464,              0,      5130,           0,       8493
 998,          1460,             464,              0,      5136,           0,       8161
 999,          1463,             466,              0,      5146,           0,       7477
1000,          1465,             467,              0,      5150,           0,          0
