2014-06-03;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;59;53;67;10.96;0.00;0
2014-06-04;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;59;53;68;11.41;0.00;0
2014-06-05;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;60;53;71;9.84;0.00;0
2014-06-06;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;61;54;71;10.96;0.00;0
2014-06-07;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;60;53;70;10.29;0.00;0
2014-06-08;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;65;55;87;10.74;0.00;0
2014-06-09;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;68;58;77;11.86;0.00;0
2014-06-10;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;64;58;73;9.40;0.00;0
2014-06-11;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;65;57;73;10.96;0.00;0
2014-06-12;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;61;56;67;17.00;0.00;0
2014-06-13;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;62;54;73;15.21;0.00;0
2014-06-14;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;65;56;84;10.51;0.00;0
2014-06-15;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;60;56;70;17.00;0.00;0
2014-06-16;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;59;55;65;16.11;0.00;0
2014-06-17;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;61;53;75;10.51;0.00;0
2014-06-18;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;65;55;86;10.51;0.00;0
2014-06-19;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;63;55;72;13.87;0.00;0
2014-06-20;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;63;56;75;13.87;0.00;0
2014-06-21;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;61;56;66;12.08;0.00;0
2014-06-22;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;60;55;68;13.20;0.00;0
2014-06-23;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;61;56;71;14.54;0.00;0
2014-06-24;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;63;57;69;17.00;0.00;0
2014-06-25;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;62;58;69;13.42;0.00;1
2014-06-26;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;64;57;73;12.30;0.00;0
